farm_id,crop_variety,genomic_drought_resistance,genomic_disease_resistance,avg_temperature,total_rainfall_mm,satellite_ndvi,disease_severity,yield_percentage
FARM_2663,Swarna-Sub1 (Flood Tolerant),0.38,0.51,32.2,761.1,0.729,0.16,100.0
FARM_2664,Swarna-Sub1 (Flood Tolerant),0.17,0.69,29.7,700.6,0.714,0.16,92.5
FARM_2665,Sahbhagi-Dhan (Drought Tolerant),0.95,0.77,24.0,1009.0,0.636,0.41,83.0
FARM_2666,IR-64 (Standard),0.43,0.26,36.9,733.2,0.635,0.31,65.2
FARM_2667,IR-64 (Standard),0.4,0.58,28.5,534.0,0.751,0.03,95.2
FARM_2668,IR-64 (Standard),0.4,0.54,28.3,660.2,0.613,0.46,81.6
FARM_2669,Swarna-Sub1 (Flood Tolerant),0.31,0.73,29.6,526.3,0.801,0.17,82.4
FARM_2670,Swarna-Sub1 (Flood Tolerant),0.46,0.65,29.0,450.3,0.726,0.15,91.5
FARM_2671,IR-64 (Standard),0.34,0.78,23.0,291.8,0.712,0.24,96.4
FARM_2672,Swarna-Sub1 (Flood Tolerant),0.47,0.78,32.3,476.1,0.743,0.19,98.8
FARM_2673,IR-64 (Standard),0.32,0.34,26.7,679.1,0.526,0.58,61.5
FARM_2674,IR-64 (Standard),0.3,0.64,28.7,339.6,0.807,0.07,94.6
FARM_2675,IR-64 (Standard),0.19,0.52,37.0,583.8,0.656,0.35,76.4
FARM_2676,IR-64 (Standard),0.32,0.33,33.8,432.8,0.687,0.41,75.9
FARM_2677,IR-64 (Standard),0.16,0.32,36.4,510.4,0.911,0.05,84.0
FARM_2678,IR-64 (Standard),0.45,0.25,27.3,499.2,0.716,0.22,89.3
FARM_2679,IR-64 (Standard),0.37,0.68,32.9,549.5,0.713,0.37,99.3
FARM_2680,Swarna-Sub1 (Flood Tolerant),0.5,0.39,31.6,964.1,0.809,0.11,91.5
FARM_2681,IR-64 (Standard),0.14,0.71,29.8,407.4,0.676,0.25,87.7
FARM_2682,IR-64 (Standard),0.2,0.56,27.0,504.4,0.746,0.08,100.0
FARM_2683,Swarna-Sub1 (Flood Tolerant),0.45,0.6,34.3,468.9,0.508,0.56,82.3
FARM_2684,Swarna-Sub1 (Flood Tolerant),0.26,0.38,27.9,211.7,0.404,0.4,8.3
FARM_2685,Swarna-Sub1 (Flood Tolerant),0.29,0.47,30.5,683.8,0.611,0.36,75.0
FARM_2686,IR-64 (Standard),0.44,0.45,33.7,345.3,0.712,0.15,94.1
FARM_2687,Sahbhagi-Dhan (Drought Tolerant),0.96,0.34,26.1,786.4,0.749,0.37,61.4
FARM_2688,Sahbhagi-Dhan (Drought Tolerant),0.86,0.7,25.6,355.1,0.434,0.85,75.1
FARM_2689,Swarna-Sub1 (Flood Tolerant),0.46,0.57,40.1,588.6,0.589,0.73,27.5
FARM_2690,Sahbhagi-Dhan (Drought Tolerant),0.94,0.22,26.6,858.4,0.732,0.41,65.7
FARM_2691,Swarna-Sub1 (Flood Tolerant),0.46,0.69,36.5,602.7,0.6,0.39,86.7
FARM_2692,IR-64 (Standard),0.12,0.26,29.8,394.1,0.823,0.03,100.0
FARM_2693,Sahbhagi-Dhan (Drought Tolerant),0.7,0.44,28.3,332.9,0.747,0.19,94.6
FARM_2694,IR-64 (Standard),0.13,0.54,28.7,72.5,0.1,0.29,0.0
FARM_2695,Sahbhagi-Dhan (Drought Tolerant),0.98,0.2,29.8,436.7,0.779,0.2,86.5
FARM_2696,IR-64 (Standard),0.11,0.59,35.4,227.3,0.37,0.24,25.1
FARM_2697,Sahbhagi-Dhan (Drought Tolerant),0.72,0.6,33.0,505.1,0.793,0.09,91.2
FARM_2698,IR-64 (Standard),0.29,0.59,29.2,425.5,0.781,0.13,96.7
FARM_2699,IR-64 (Standard),0.14,0.3,22.5,530.5,0.702,0.18,85.3
FARM_2700,Sahbhagi-Dhan (Drought Tolerant),0.7,0.35,30.1,280.3,0.761,0.05,94.9
FARM_2701,IR-64 (Standard),0.3,0.35,30.5,405.2,0.732,0.32,84.6
FARM_2702,IR-64 (Standard),0.18,0.78,35.0,614.5,0.595,0.45,87.5
FARM_2703,IR-64 (Standard),0.11,0.24,24.1,568.6,0.619,0.29,77.5
FARM_2704,Sahbhagi-Dhan (Drought Tolerant),0.91,0.46,28.0,142.5,0.183,0.46,61.8
FARM_2705,Sahbhagi-Dhan (Drought Tolerant),0.73,0.72,27.9,664.4,0.7,0.15,97.0
FARM_2706,IR-64 (Standard),0.14,0.66,29.8,293.6,0.479,0.58,85.7
FARM_2707,IR-64 (Standard),0.21,0.69,30.4,196.3,0.312,0.38,4.8
FARM_2708,Sahbhagi-Dhan (Drought Tolerant),0.93,0.78,31.8,457.9,0.598,0.22,85.8
FARM_2709,Sahbhagi-Dhan (Drought Tolerant),0.94,0.43,22.4,985.9,0.654,0.38,77.7
FARM_2710,IR-64 (Standard),0.13,0.39,30.7,435.2,0.784,0.14,100.0
FARM_2711,IR-64 (Standard),0.49,0.22,31.0,521.6,0.526,0.62,53.9
FARM_2712,IR-64 (Standard),0.45,0.29,30.3,639.1,0.667,0.4,72.2
FARM_2713,Swarna-Sub1 (Flood Tolerant),0.2,0.54,29.3,327.9,0.65,0.44,73.8
FARM_2714,Sahbhagi-Dhan (Drought Tolerant),0.84,0.29,16.3,563.3,0.755,0.18,86.9
FARM_2715,Swarna-Sub1 (Flood Tolerant),0.48,0.64,32.3,336.4,0.658,0.3,96.8
FARM_2716,Sahbhagi-Dhan (Drought Tolerant),0.84,0.22,26.1,612.3,0.704,0.25,86.4
FARM_2717,Sahbhagi-Dhan (Drought Tolerant),0.96,0.36,32.5,581.1,0.759,0.13,99.2
FARM_2718,Sahbhagi-Dhan (Drought Tolerant),0.87,0.62,35.0,563.2,0.704,0.25,84.3
FARM_2719,Sahbhagi-Dhan (Drought Tolerant),0.72,0.35,23.3,534.9,0.727,0.16,93.2
FARM_2720,Sahbhagi-Dhan (Drought Tolerant),0.76,0.64,32.3,903.0,0.793,0.24,80.9
FARM_2721,Sahbhagi-Dhan (Drought Tolerant),0.84,0.8,25.1,547.5,0.714,0.26,94.4
FARM_2722,Sahbhagi-Dhan (Drought Tolerant),0.81,0.68,29.8,606.4,0.762,0.15,96.8
FARM_2723,Swarna-Sub1 (Flood Tolerant),0.32,0.41,29.5,573.9,0.549,0.47,77.7
FARM_2724,IR-64 (Standard),0.45,0.74,33.0,299.8,0.739,0.44,93.2
FARM_2725,IR-64 (Standard),0.15,0.23,32.4,346.3,0.748,0.24,87.9
FARM_2726,Swarna-Sub1 (Flood Tolerant),0.34,0.64,31.0,283.3,0.713,0.12,91.6
FARM_2727,Swarna-Sub1 (Flood Tolerant),0.28,0.21,23.4,343.5,0.818,0.17,86.2
FARM_2728,Swarna-Sub1 (Flood Tolerant),0.27,0.3,19.9,398.7,0.629,0.28,73.8
FARM_2729,Swarna-Sub1 (Flood Tolerant),0.2,0.79,33.6,459.6,0.675,0.17,99.2
FARM_2730,Sahbhagi-Dhan (Drought Tolerant),0.72,0.42,33.0,457.3,0.709,0.36,83.3
FARM_2731,IR-64 (Standard),0.14,0.69,26.0,615.3,0.839,0.06,95.5
FARM_2732,Sahbhagi-Dhan (Drought Tolerant),0.88,0.43,31.4,770.1,0.507,0.5,71.6
FARM_2733,IR-64 (Standard),0.21,0.7,29.2,728.6,0.57,0.45,90.1
FARM_2734,IR-64 (Standard),0.39,0.78,34.3,555.7,0.598,0.32,100.0
FARM_2735,Swarna-Sub1 (Flood Tolerant),0.12,0.46,30.3,333.9,0.703,0.36,73.3
FARM_2736,Sahbhagi-Dhan (Drought Tolerant),0.97,0.54,33.6,709.9,0.641,0.41,87.2
FARM_2737,Swarna-Sub1 (Flood Tolerant),0.19,0.58,27.5,389.9,0.618,0.51,78.0
FARM_2738,Sahbhagi-Dhan (Drought Tolerant),0.86,0.76,31.1,586.9,0.672,0.19,94.6
FARM_2739,IR-64 (Standard),0.22,0.35,28.3,556.3,0.802,0.03,100.0
FARM_2740,Swarna-Sub1 (Flood Tolerant),0.19,0.57,27.5,287.7,0.472,0.53,64.6
FARM_2741,Swarna-Sub1 (Flood Tolerant),0.32,0.39,20.7,394.8,0.719,0.31,84.2
FARM_2742,IR-64 (Standard),0.24,0.33,33.7,602.6,0.838,0.13,87.9
FARM_2743,IR-64 (Standard),0.49,0.25,37.0,469.4,0.657,0.07,83.5
FARM_2744,IR-64 (Standard),0.49,0.57,24.4,1082.5,0.773,0.24,97.1
FARM_2745,Swarna-Sub1 (Flood Tolerant),0.28,0.73,32.8,411.0,0.635,0.4,91.3
FARM_2746,Sahbhagi-Dhan (Drought Tolerant),0.76,0.41,32.6,298.4,0.686,0.32,87.5
FARM_2747,Swarna-Sub1 (Flood Tolerant),0.11,0.53,27.9,514.6,0.647,0.34,74.0
FARM_2748,Sahbhagi-Dhan (Drought Tolerant),0.96,0.59,27.1,435.6,0.598,0.37,91.2
FARM_2749,Swarna-Sub1 (Flood Tolerant),0.4,0.45,34.7,157.0,0.341,0.16,0.0
FARM_2750,Swarna-Sub1 (Flood Tolerant),0.19,0.74,34.3,667.1,0.577,0.48,84.5
FARM_2751,IR-64 (Standard),0.12,0.42,31.8,698.3,0.788,0.22,84.8
FARM_2752,Sahbhagi-Dhan (Drought Tolerant),0.9,0.28,27.9,670.8,0.696,0.36,75.7
FARM_2753,Swarna-Sub1 (Flood Tolerant),0.28,0.29,34.4,564.1,0.731,0.14,91.7
FARM_2754,Swarna-Sub1 (Flood Tolerant),0.3,0.73,26.7,473.0,0.81,0.19,98.1
FARM_2755,IR-64 (Standard),0.25,0.79,35.7,534.5,0.729,0.17,94.9
FARM_2756,IR-64 (Standard),0.28,0.37,36.5,475.5,0.763,0.26,78.2
FARM_2757,Sahbhagi-Dhan (Drought Tolerant),0.78,0.29,34.7,373.3,0.728,0.34,74.4
FARM_2758,Swarna-Sub1 (Flood Tolerant),0.41,0.49,31.4,808.1,0.702,0.09,96.7
FARM_2759,Sahbhagi-Dhan (Drought Tolerant),0.72,0.63,19.8,753.0,0.592,0.42,86.3
FARM_2760,Swarna-Sub1 (Flood Tolerant),0.41,0.57,29.3,632.0,0.738,0.13,87.3
FARM_2761,Sahbhagi-Dhan (Drought Tolerant),0.77,0.77,37.1,414.7,0.776,0.04,91.5
FARM_2762,IR-64 (Standard),0.4,0.69,33.7,617.0,0.684,0.35,90.3
FARM_2763,Swarna-Sub1 (Flood Tolerant),0.39,0.72,31.7,452.4,0.649,0.16,100.0
FARM_2764,Sahbhagi-Dhan (Drought Tolerant),0.92,0.53,27.3,444.5,0.708,0.23,96.8
FARM_2765,IR-64 (Standard),0.18,0.4,34.1,496.8,0.809,0.05,100.0
FARM_2766,IR-64 (Standard),0.31,0.62,23.7,588.2,0.633,0.53,64.0
FARM_2767,Sahbhagi-Dhan (Drought Tolerant),0.88,0.46,29.3,419.9,0.696,0.19,85.7
FARM_2768,Swarna-Sub1 (Flood Tolerant),0.34,0.37,37.0,472.2,0.659,0.23,71.0
FARM_2769,Swarna-Sub1 (Flood Tolerant),0.1,0.29,26.8,763.5,0.67,0.29,80.0
FARM_2770,IR-64 (Standard),0.12,0.52,32.4,165.2,0.281,0.24,0.0
FARM_2771,Swarna-Sub1 (Flood Tolerant),0.5,0.56,23.0,703.4,0.68,0.15,98.2
FARM_2772,Swarna-Sub1 (Flood Tolerant),0.13,0.54,27.4,473.7,0.651,0.34,81.2
FARM_2773,Swarna-Sub1 (Flood Tolerant),0.12,0.27,30.7,407.9,0.746,0.08,95.2
FARM_2774,IR-64 (Standard),0.24,0.54,31.4,439.4,0.632,0.23,85.7
FARM_2775,Sahbhagi-Dhan (Drought Tolerant),0.78,0.3,38.3,502.3,0.648,0.18,71.5
FARM_2776,Swarna-Sub1 (Flood Tolerant),0.23,0.6,28.0,685.7,0.709,0.41,70.4
FARM_2777,IR-64 (Standard),0.26,0.46,32.4,535.1,0.614,0.57,65.9
FARM_2778,IR-64 (Standard),0.35,0.71,32.3,401.7,0.735,0.29,82.9
FARM_2779,Sahbhagi-Dhan (Drought Tolerant),0.74,0.67,27.6,638.2,0.741,0.11,100.0
FARM_2780,Swarna-Sub1 (Flood Tolerant),0.46,0.63,33.8,480.8,0.692,0.29,90.1
FARM_2781,Swarna-Sub1 (Flood Tolerant),0.31,0.62,32.7,605.4,0.787,0.1,95.4
FARM_2782,Sahbhagi-Dhan (Drought Tolerant),0.92,0.54,28.9,554.3,0.84,0.1,93.6
FARM_2783,Sahbhagi-Dhan (Drought Tolerant),0.8,0.24,30.8,287.6,0.719,0.15,85.2
FARM_2784,IR-64 (Standard),0.48,0.59,26.2,614.3,0.642,0.31,92.7
FARM_2785,IR-64 (Standard),0.27,0.48,26.5,171.2,0.302,0.25,0.0
FARM_2786,Sahbhagi-Dhan (Drought Tolerant),0.97,0.48,29.9,480.0,0.572,0.22,86.9
FARM_2787,Swarna-Sub1 (Flood Tolerant),0.43,0.43,33.0,298.0,0.562,0.47,63.3
FARM_2788,IR-64 (Standard),0.26,0.76,28.7,105.5,0.1,0.33,0.0
FARM_2789,IR-64 (Standard),0.47,0.35,27.5,549.3,0.74,0.23,84.4
FARM_2790,Swarna-Sub1 (Flood Tolerant),0.48,0.39,29.1,666.6,0.749,0.22,88.7
FARM_2791,IR-64 (Standard),0.15,0.78,33.3,493.7,0.569,0.53,90.9
FARM_2792,Swarna-Sub1 (Flood Tolerant),0.48,0.69,24.6,756.9,0.698,0.24,96.1
FARM_2793,Swarna-Sub1 (Flood Tolerant),0.25,0.21,33.4,500.1,0.654,0.32,73.8
FARM_2794,Swarna-Sub1 (Flood Tolerant),0.36,0.74,32.0,535.5,0.69,0.36,86.2
FARM_2795,Sahbhagi-Dhan (Drought Tolerant),0.95,0.34,24.6,331.5,0.779,0.12,91.2
FARM_2796,Sahbhagi-Dhan (Drought Tolerant),0.96,0.62,29.1,616.4,0.695,0.25,85.8
FARM_2797,Sahbhagi-Dhan (Drought Tolerant),0.88,0.53,32.5,607.5,0.574,0.49,68.2
FARM_2798,Swarna-Sub1 (Flood Tolerant),0.36,0.52,22.4,416.4,0.623,0.49,78.5
FARM_2799,Swarna-Sub1 (Flood Tolerant),0.46,0.63,25.9,243.6,0.574,0.11,55.9
FARM_2800,Sahbhagi-Dhan (Drought Tolerant),0.88,0.32,23.9,201.3,0.323,0.56,44.6
FARM_2801,IR-64 (Standard),0.26,0.3,27.7,701.5,0.644,0.38,72.6
FARM_2802,Swarna-Sub1 (Flood Tolerant),0.45,0.59,34.2,266.8,0.626,0.13,84.5
FARM_2803,IR-64 (Standard),0.4,0.37,33.2,804.5,0.643,0.29,78.6
FARM_2804,IR-64 (Standard),0.48,0.78,28.0,343.2,0.83,0.12,87.1
FARM_2805,Swarna-Sub1 (Flood Tolerant),0.48,0.47,34.1,440.3,0.729,0.19,89.2
FARM_2806,Swarna-Sub1 (Flood Tolerant),0.25,0.27,32.7,1066.3,0.709,0.26,80.7
FARM_2807,IR-64 (Standard),0.28,0.61,35.1,405.8,0.673,0.53,74.1
FARM_2808,IR-64 (Standard),0.2,0.38,29.6,307.2,0.833,0.06,94.9
FARM_2809,Sahbhagi-Dhan (Drought Tolerant),0.73,0.29,32.2,432.2,0.56,0.43,65.7
FARM_2810,Sahbhagi-Dhan (Drought Tolerant),0.95,0.45,43.5,196.6,0.477,0.1,49.4
FARM_2811,Swarna-Sub1 (Flood Tolerant),0.41,0.78,28.8,443.5,0.719,0.35,88.6
FARM_2812,Sahbhagi-Dhan (Drought Tolerant),0.84,0.45,29.7,514.4,0.508,0.51,68.0
FARM_2813,Sahbhagi-Dhan (Drought Tolerant),0.99,0.41,29.4,698.7,0.823,0.13,96.1
FARM_2814,Sahbhagi-Dhan (Drought Tolerant),0.92,0.47,29.6,601.9,0.672,0.25,85.7
FARM_2815,Sahbhagi-Dhan (Drought Tolerant),0.74,0.21,32.2,529.1,0.74,0.24,77.6
FARM_2816,IR-64 (Standard),0.35,0.28,30.2,930.0,0.639,0.34,83.2
FARM_2817,Swarna-Sub1 (Flood Tolerant),0.16,0.71,24.5,620.0,0.902,0.03,100.0
FARM_2818,Sahbhagi-Dhan (Drought Tolerant),0.71,0.79,30.1,787.0,0.733,0.19,87.3
FARM_2819,IR-64 (Standard),0.11,0.29,27.9,678.2,0.783,0.15,82.9
FARM_2820,IR-64 (Standard),0.41,0.52,23.1,779.3,0.734,0.19,90.6
FARM_2821,IR-64 (Standard),0.42,0.78,34.6,729.5,0.56,0.47,94.1
FARM_2822,Sahbhagi-Dhan (Drought Tolerant),0.9,0.29,27.9,666.9,0.757,0.1,82.4
FARM_2823,Sahbhagi-Dhan (Drought Tolerant),0.75,0.31,31.5,621.9,0.634,0.24,77.2
FARM_2824,Swarna-Sub1 (Flood Tolerant),0.27,0.76,17.4,797.1,0.776,0.1,100.0
FARM_2825,Sahbhagi-Dhan (Drought Tolerant),0.85,0.62,32.0,382.8,0.665,0.31,84.2
FARM_2826,Sahbhagi-Dhan (Drought Tolerant),0.9,0.29,28.7,353.2,0.697,0.08,90.1
FARM_2827,IR-64 (Standard),0.17,0.44,23.8,180.7,0.323,0.14,0.0
FARM_2828,Swarna-Sub1 (Flood Tolerant),0.4,0.23,27.8,604.8,0.74,0.01,100.0
FARM_2829,Sahbhagi-Dhan (Drought Tolerant),1.0,0.46,27.3,732.4,0.615,0.41,69.6
FARM_2830,Sahbhagi-Dhan (Drought Tolerant),0.9,0.67,33.0,292.1,0.691,0.19,92.4
FARM_2831,IR-64 (Standard),0.13,0.53,30.4,355.1,0.743,0.23,91.4
FARM_2832,IR-64 (Standard),0.33,0.59,23.9,788.2,0.71,0.12,95.6
FARM_2833,Sahbhagi-Dhan (Drought Tolerant),0.7,0.4,31.8,638.8,0.663,0.24,86.6
FARM_2834,Swarna-Sub1 (Flood Tolerant),0.1,0.3,21.7,630.1,0.764,0.13,87.6
FARM_2835,Swarna-Sub1 (Flood Tolerant),0.3,0.21,25.5,583.0,0.776,0.07,100.0
FARM_2836,IR-64 (Standard),0.24,0.69,30.1,457.6,0.745,0.23,94.9
FARM_2837,IR-64 (Standard),0.33,0.58,27.5,189.1,0.305,0.29,6.7
FARM_2838,Sahbhagi-Dhan (Drought Tolerant),0.76,0.34,34.8,618.4,0.739,0.22,82.7
FARM_2839,IR-64 (Standard),0.13,0.45,30.7,926.3,0.548,0.27,94.9
FARM_2840,Sahbhagi-Dhan (Drought Tolerant),0.89,0.68,32.5,559.9,0.707,0.14,97.3
FARM_2841,Swarna-Sub1 (Flood Tolerant),0.27,0.52,32.7,271.3,0.623,0.21,72.6
FARM_2842,Swarna-Sub1 (Flood Tolerant),0.35,0.38,28.2,459.9,0.686,0.27,77.2
FARM_2843,Sahbhagi-Dhan (Drought Tolerant),0.78,0.36,25.7,690.0,0.737,0.18,93.8
FARM_2844,IR-64 (Standard),0.24,0.33,29.8,713.8,0.702,0.35,65.8
FARM_2845,Swarna-Sub1 (Flood Tolerant),0.32,0.69,33.5,811.5,0.694,0.2,95.4
FARM_2846,IR-64 (Standard),0.34,0.55,29.1,712.1,0.666,0.37,81.6
FARM_2847,Swarna-Sub1 (Flood Tolerant),0.25,0.63,32.4,100.5,0.1,0.26,0.0
FARM_2848,Sahbhagi-Dhan (Drought Tolerant),0.96,0.72,29.9,545.9,0.619,0.51,90.6
FARM_2849,Sahbhagi-Dhan (Drought Tolerant),0.87,0.79,23.8,211.6,0.279,0.63,70.0
FARM_2850,Sahbhagi-Dhan (Drought Tolerant),0.8,0.35,24.1,626.9,0.666,0.2,88.3
FARM_2851,Swarna-Sub1 (Flood Tolerant),0.23,0.31,36.2,646.4,0.689,0.32,72.9
FARM_2852,IR-64 (Standard),0.18,0.48,25.3,335.9,0.792,0.1,96.3
FARM_2853,IR-64 (Standard),0.35,0.22,27.4,439.9,0.694,0.28,85.1
FARM_2854,IR-64 (Standard),0.33,0.68,33.7,371.4,0.806,0.03,98.7
FARM_2855,Swarna-Sub1 (Flood Tolerant),0.25,0.73,25.2,664.2,0.723,0.21,96.5
FARM_2856,Swarna-Sub1 (Flood Tolerant),0.23,0.61,27.3,484.2,0.698,0.16,99.1
FARM_2857,Swarna-Sub1 (Flood Tolerant),0.2,0.36,29.2,371.5,0.607,0.42,69.2
FARM_2858,Swarna-Sub1 (Flood Tolerant),0.31,0.27,28.6,657.1,0.76,0.12,90.3
FARM_2859,Swarna-Sub1 (Flood Tolerant),0.47,0.43,26.1,621.9,0.652,0.36,73.1
FARM_2860,IR-64 (Standard),0.37,0.7,29.2,663.7,0.498,0.67,82.6
FARM_2861,Swarna-Sub1 (Flood Tolerant),0.4,0.41,32.7,191.7,0.188,0.54,3.4
FARM_2862,Swarna-Sub1 (Flood Tolerant),0.43,0.22,29.5,383.9,0.657,0.35,76.5
FARM_2863,IR-64 (Standard),0.24,0.36,27.4,636.0,0.606,0.31,79.8
FARM_2864,Swarna-Sub1 (Flood Tolerant),0.13,0.79,33.8,167.6,0.136,0.5,0.0
FARM_2865,IR-64 (Standard),0.35,0.61,36.8,173.0,0.383,0.14,4.5
FARM_2866,IR-64 (Standard),0.18,0.74,33.8,353.2,0.772,0.1,100.0
FARM_2867,Sahbhagi-Dhan (Drought Tolerant),0.74,0.66,25.5,654.7,0.674,0.26,94.3
FARM_2868,Sahbhagi-Dhan (Drought Tolerant),0.98,0.52,25.6,502.3,0.712,0.16,85.1
FARM_2869,Sahbhagi-Dhan (Drought Tolerant),0.73,0.29,31.7,601.4,0.733,0.47,67.7
FARM_2870,Sahbhagi-Dhan (Drought Tolerant),0.99,0.41,30.7,303.2,0.747,0.13,100.0
FARM_2871,Swarna-Sub1 (Flood Tolerant),0.3,0.55,25.1,301.2,0.663,0.41,78.3
FARM_2872,Sahbhagi-Dhan (Drought Tolerant),0.7,0.72,31.1,778.4,0.697,0.17,92.9
FARM_2873,IR-64 (Standard),0.43,0.36,30.4,584.9,0.788,0.09,84.4
FARM_2874,Swarna-Sub1 (Flood Tolerant),0.4,0.27,35.9,285.0,0.653,0.07,80.9
FARM_2875,Sahbhagi-Dhan (Drought Tolerant),0.78,0.54,28.3,104.4,0.1,0.24,43.3
FARM_2876,IR-64 (Standard),0.1,0.31,35.5,218.5,0.444,0.18,14.4
FARM_2877,Swarna-Sub1 (Flood Tolerant),0.27,0.57,35.7,288.7,0.5,0.39,71.5
FARM_2878,Swarna-Sub1 (Flood Tolerant),0.2,0.36,27.3,246.0,0.438,0.51,24.8
FARM_2879,Sahbhagi-Dhan (Drought Tolerant),0.79,0.34,31.4,493.3,0.707,0.17,91.5
FARM_2880,Swarna-Sub1 (Flood Tolerant),0.46,0.44,29.2,634.3,0.81,0.08,86.5
FARM_2881,IR-64 (Standard),0.5,0.56,29.0,482.0,0.657,0.33,91.2
FARM_2882,Swarna-Sub1 (Flood Tolerant),0.17,0.53,31.0,409.0,0.687,0.16,94.5
FARM_2883,IR-64 (Standard),0.12,0.35,26.8,568.7,0.723,0.26,88.0
FARM_2884,Swarna-Sub1 (Flood Tolerant),0.21,0.73,23.6,432.3,0.676,0.29,94.3
FARM_2885,Sahbhagi-Dhan (Drought Tolerant),0.98,0.27,27.9,157.2,0.248,0.19,84.7
FARM_2886,IR-64 (Standard),0.22,0.22,34.7,540.5,0.618,0.52,58.7
FARM_2887,Swarna-Sub1 (Flood Tolerant),0.12,0.56,29.2,578.5,0.617,0.48,76.3
FARM_2888,Swarna-Sub1 (Flood Tolerant),0.12,0.27,29.9,740.7,0.668,0.25,86.2
FARM_2889,Swarna-Sub1 (Flood Tolerant),0.27,0.5,33.2,684.3,0.477,0.59,72.6
FARM_2890,IR-64 (Standard),0.47,0.77,23.6,388.1,0.669,0.21,93.5
FARM_2891,IR-64 (Standard),0.21,0.62,31.8,456.6,0.774,0.04,100.0
FARM_2892,IR-64 (Standard),0.27,0.57,36.7,507.0,0.695,0.26,79.5
FARM_2893,Sahbhagi-Dhan (Drought Tolerant),0.82,0.54,30.4,542.7,0.748,0.31,87.9
FARM_2894,Sahbhagi-Dhan (Drought Tolerant),0.94,0.31,22.3,798.9,0.721,0.46,62.5
FARM_2895,IR-64 (Standard),0.38,0.46,29.7,486.8,0.776,0.05,95.3
FARM_2896,Swarna-Sub1 (Flood Tolerant),0.21,0.41,32.4,395.9,0.736,0.22,81.6
FARM_2897,Sahbhagi-Dhan (Drought Tolerant),0.75,0.77,30.4,748.4,0.531,0.62,80.5
FARM_2898,IR-64 (Standard),0.44,0.35,31.1,743.5,0.703,0.16,88.7
FARM_2899,Swarna-Sub1 (Flood Tolerant),0.1,0.48,31.6,680.0,0.612,0.44,74.5
FARM_2900,Sahbhagi-Dhan (Drought Tolerant),0.81,0.76,26.3,179.3,0.195,0.43,71.2
FARM_2901,Swarna-Sub1 (Flood Tolerant),0.26,0.67,26.8,516.2,0.545,0.54,79.1
FARM_2902,Swarna-Sub1 (Flood Tolerant),0.22,0.78,28.5,453.2,0.713,0.15,99.1
FARM_2903,Swarna-Sub1 (Flood Tolerant),0.36,0.56,31.6,587.3,0.742,0.06,93.7
FARM_2904,Swarna-Sub1 (Flood Tolerant),0.43,0.4,25.2,325.8,0.733,0.17,89.9
FARM_2905,Sahbhagi-Dhan (Drought Tolerant),0.82,0.7,38.2,664.0,0.728,0.2,72.4
FARM_2906,Sahbhagi-Dhan (Drought Tolerant),0.99,0.37,20.3,571.5,0.54,0.51,71.6
FARM_2907,Sahbhagi-Dhan (Drought Tolerant),0.75,0.3,23.2,675.1,0.713,0.26,89.1
FARM_2908,IR-64 (Standard),0.29,0.62,32.2,350.4,0.775,0.05,92.2
FARM_2909,Sahbhagi-Dhan (Drought Tolerant),0.83,0.58,31.9,553.0,0.677,0.28,91.2
FARM_2910,Swarna-Sub1 (Flood Tolerant),0.37,0.73,29.7,657.7,0.772,0.11,100.0
FARM_2911,Sahbhagi-Dhan (Drought Tolerant),0.9,0.78,32.7,-9.9,0.1,0.08,63.2
FARM_2912,Swarna-Sub1 (Flood Tolerant),0.3,0.71,32.3,633.4,0.701,0.23,100.0
FARM_2913,IR-64 (Standard),0.34,0.24,30.0,427.9,0.673,0.2,84.9
FARM_2914,Swarna-Sub1 (Flood Tolerant),0.24,0.6,31.1,495.3,0.782,0.11,95.0
FARM_2915,Swarna-Sub1 (Flood Tolerant),0.37,0.67,17.4,750.5,0.799,0.07,96.2
FARM_2916,Swarna-Sub1 (Flood Tolerant),0.19,0.79,29.5,718.3,0.763,0.13,96.0
FARM_2917,IR-64 (Standard),0.23,0.42,29.8,384.2,0.774,0.06,90.3
FARM_2918,Sahbhagi-Dhan (Drought Tolerant),0.76,0.3,37.7,162.4,0.234,0.13,41.1
FARM_2919,Sahbhagi-Dhan (Drought Tolerant),0.7,0.71,26.7,484.7,0.61,0.33,100.0
FARM_2920,IR-64 (Standard),0.24,0.39,29.9,712.5,0.635,0.36,70.7
FARM_2921,Swarna-Sub1 (Flood Tolerant),0.34,0.56,35.7,762.9,0.677,0.18,89.5
FARM_2922,Sahbhagi-Dhan (Drought Tolerant),0.97,0.43,32.2,81.5,0.1,0.26,77.6
FARM_2923,IR-64 (Standard),0.49,0.44,30.1,619.5,0.626,0.24,85.9
FARM_2924,Sahbhagi-Dhan (Drought Tolerant),0.8,0.64,33.8,592.4,0.698,0.25,87.1
FARM_2925,IR-64 (Standard),0.1,0.42,26.8,654.4,0.597,0.49,62.8
FARM_2926,Swarna-Sub1 (Flood Tolerant),0.46,0.62,36.9,502.6,0.747,0.2,84.1
FARM_2927,Sahbhagi-Dhan (Drought Tolerant),0.71,0.21,32.6,146.0,0.209,0.28,29.8
FARM_2928,IR-64 (Standard),0.25,0.39,23.5,408.4,0.607,0.38,77.1
